"isAssigned","amId","tlId","finalUserAssignee","DurationType","Alias","ProviderJobID","CustomerID","SourceID","EndDate","SourceName","PostDate","ChangeDate","StatusString","Priority","Positions","StartDate","Duration","JobSpecialty","Degree","JobBoardDegree","JobBoardSpecialty","CleanDegree","CleanSpecialty","CleanShift","Category","Facility","Unit","Shift","WorkType","WorkLevel","Note","BillRate","Association","GuaranteedHours","OnCallRate","Bonus","Local","Address","City","State","Zip","IsASAP","HotFl","ATSID","ProfitRank","MealStipendW","LodgingStipendW","TotalStipendH","PayPerH","GrossBillW","Title","OTRate","OTRules","ChargeRate","CallbackRate","HolidayRate","OnCallRateDescription","Orientation","ShiftRateDifferencial","Buyer","Coordinator","minBillRate","minPayRate","maxPayRate","GrossPayW","GSAMealW","GSALodginW","WinterPlanNeed","Licenses","MinExperienceRequired","Industry","AbbreviatedTitle","Skills","CleanDegreeID","CleanSpecialtyID","Hold_Fl","BRate","BMinRate","BOTRate","BHRate","BCRate","BCBRate","BOCRate","BOrRate","BPRate","BMinPRate","PositionRequirements","PermFee","OTRule","OTRate2","OTHours","OTHours2","ExternalVMSID","ExternalVMSName","ExternalMSPID","ExternalMSPName","FormattedStartDate","FormattedEndDate","ReferenceID","DurationWeeks","AutoOffer_Fl","CustomField1","CustomField2","CustomField3","CustomField4","CustomField5","CustomField6","CustomField7","CustomField8","CustomField9","CustomField10","CustomField11","CustomField12","CustomField13","CustomField14","CustomField15","CustomField16","CustomField17","CustomField18","CustomField19","CustomField20","assigned"
TRUE,9,0,11,"days","Medical Solutions VMS",46657877,3219,"569871","2024-04-08T00:00:00","MedicalSolutions","2023-10-09T16:14:39","2023-11-28T08:02:32","Open","",1,"2024-01-08T00:00:00","91","Med Surg Tele","RN","","","RN","Med Surg Tele","3x12 Nights","Other","Arnot Ogden Medical Center","Med Surg / Tele Float type:Med Surg (Medical Surgical)","3x12 Nights","1","","Unit Notes: Cancellation Policy:up to 24 hours per 13 weeks Charting System:Harris Healthcare - QuadraMed Computerized Patient Record (QCPR) 6 BSN Required:No License to Submit:Yes Trauma Level:2 Care Setting:Acute Division:Nursing Shift Notes: Required Certifications:ACLS, BLS, COVID Vaccine Required, NIHSS",100,"","36 hours per week",0,0,FALSE,"","Elmira","NY","14905",FALSE,FALSE,"46657877",0,0,0,0,0,0,"RN (Registered Nurse)","110","","","","110","","16","","","",0,0,0,0,0,0,"No","","1 year(s)","Healthcare","","",0,0,FALSE,100,100,110,110,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","01/08/2024","04/08/2024","46657877",13,FALSE,"","","","","","","","","","","","","","","","","","","","",TRUE
TRUE,9,10,11,"days","Medical Solutions VMS",46850723,3219,"592748","2024-02-29T00:00:00","MedicalSolutions","2023-10-12T12:10:27","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","Dialysis","RN","","","RN","Dialysis","Days","Other","DCI 311 Spring Street","Chronic RN type:Dialysis","Days","1","","Unit Notes:Chronic RNLate Oct/Early Nov Start13 weeksNo CallNo FloatClinic Days: 3 days/weekShift Time: MWF 0500-1730hrs/Shift: 12Gtd Hours/Week: 36Machines Used: fresenius T# of Machines: 21# of Pts: 32 Cancellation Policy:na Charting System:na BSN Required:No License to Submit:Yes, willing to wait Trauma Level: Care Setting:Post Acute Division:Nursing Shift Notes: Required Certifications:BLS",80,"","36 hours per week",0,0,FALSE,"","Omaha","NE","68106",FALSE,FALSE,"46850723",0,0,0,0,0,0,"RN (Registered Nurse)","95","","","","95","","0","","","",0,0,0,0,0,0,"No","","1 year(s)","Healthcare","","",0,0,FALSE,80,80,95,95,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","46850723",13,FALSE,"","","","","","","","","","","","","","","","","","","","",TRUE
FALSE,0,0,0,"days","Medical Solutions VMS",46899739,3219,"596770","2024-02-29T00:00:00","MedicalSolutions","2023-11-17T20:16:48","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","Sonographer","RAD Tech","","","RAD Tech","Sonographer","5x8 Days","Diagnostic Imaging","WVU Medicine Childrens Hospital","OB Sonographer - 8120 type:Ultrasound","5x8 Days","1","","Unit Notes:Submission Requirements:Can only submit to 1 position at a time across the entire WVU systemDrivers license address must be outside 50 miles from the facilityPrevious perm candidates must be gone for 2 yearsPrevious travelers there for 1 full year must be gone for 2 yearsIndividual unit requirements listed in pulse apply.Travel teams must be submitted together in 1 emailWe are only permitted to submit 2 candidates per opening, if the position is at max, we will hold on to the submission if a spot opens upDrivers license required upon submitNeed someone proficient in middle cerebral artery dopplers, amniocentesis/CVS procedures, and have nuchal translucency certification FMFARDMS in OB/GYN requiredMFM experience requiredNuchal cert requiredCLEAR cert preferredMonday-Friday 730a-4 or 7a-330Monday-Friday 730a-4 or 7a-330Scrub color: Charcoal grey Cancellation Policy:2 shifts per 13 week contract Charting System:Epic BSN Required:No License to Submit:No Trauma Level: Care Setting:Acute Division:Allied Shift Notes:day shift; 7am-3:30pm, weekends as needed Required Certifications:ARDMS, BLS, Nuchal Translucency (NT-FMF)",111,"","40 hours per week",0,0,FALSE,"","Morgantown","WV","26506",FALSE,FALSE,"46899739",0,0,0,0,0,0,"Rad Tech","121","","","","121","","0","","","",0,0,0,0,0,0,"No","","2 year(s)","Healthcare","Sonographer","",0,0,FALSE,111,111,121,121,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","46899739",13,FALSE,"","","","","","","","","","","","","","","","","","","","",FALSE
FALSE,0,0,0,"days","Medical Solutions VMS",46906005,3219,"597434","2024-02-29T00:00:00","MedicalSolutions","2023-11-17T20:16:48","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","Echo Tech","Echo Technologist","","","Echo Technologist","Echo Tech","5x8 Rotating","Other","JW Ruby Memorial Hospital","Cardiovascular Echo Sonographer type:Ultrasound","5x8 Rotating","1","","Unit Notes:Experience or &#39;Must have&#39; skills-Ability to scan independently and  understand cardiac anatomy.Certs   CCI RCS or ARMDS RDCSEMR &/or PACS (Picture Archive & Communication System: software & hardware) do they use -EPIC and ISCV Department Specific Equipment (GE, Phillips, Siemens) -Philips EPIQ7 / GE E95Additional Notes-Does not need SE or TEE experience - Will be doing adult TTE studiesOur techs wear grey scrub tops and navy blue pantsSubmission Requirements:Can only submit to 1 position at a time across the entire WVU systemDrivers license address must be outside 50 miles from the facilityPrevious perm candidates must be gone for 2 yearsPrevious travelers there for 1 full year must be gone for 2 yearsIndividual unit requirements listed in pulse apply.Travel teams must be submitted together in 1 emailWe are only permitted to submit 2 candidates per opening, if the position is at max, we will hold on to the submission if a spot opens up*ALL SUBMITTALS MUST INCLUDE A UNEXPIRED COPY OF THE CANDIDATES DRIVES LICENSE* Please send the information below with submittals. This information is required and used to enter the traveler into their Workday system only and is not used to screen candidates.First, Middle, last name:Gender:DOB:Full Address:Phone Number:Email Address: Cancellation Policy:2 shifts per 13 week contract Charting System:EPIC BSN Required:No License to Submit:No Trauma Level: Care Setting:Acute Division:Allied Shift Notes:Day/afternoon. Primarily M-F however may request to work some weekends. typical shift is 8a-430p Required Certifications:BLS, Registered Cardiac Sonographer (RCS) Verification, Registered Diagnostic Cardiac Sonographer Adult Echocardiography (RDCS-AE) Verification",111,"","40 hours per week",0,0,FALSE,"","Morgantown","WV","26506",FALSE,FALSE,"46906005",0,0,0,0,0,0,"Rad Tech","121","","","","121","","0","","","",0,0,0,0,0,0,"No","","3 year(s)","Healthcare","","",0,0,FALSE,111,111,121,121,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","46906005",13,FALSE,"","","","","","","","","","","","","","","","","","","","",FALSE
FALSE,0,0,0,"days","Medical Solutions VMS",47026630,3219,"604685","2024-02-29T00:00:00","MedicalSolutions","2023-10-27T17:38:40","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","MRI RAD Tech","MRI Tech","","","MRI Tech","MRI RAD Tech","5x8 Days","Diagnostic Imaging","Valley Medical Center","MRI Tech type:MRI","5x8 Days","1","","Unit Notes:MRI TechASAP16 weeksMon-Fri 1430-2300Call will not be requried, but may be added later if wanted as they become proficient with workflow. Cancellation Policy:36 hours per 8 weeks Charting System:Epic Systems Corporation - EpicCare Inpatient - EMR BSN Required:No License to Submit:Yes Trauma Level: Care Setting:Acute Division:Allied Shift Notes:Mon-Fri Required Certifications:BLS",110.53,"","40 hours per week",0,0,FALSE,"","Renton","WA","98055",FALSE,FALSE,"47026630",0,0,0,0,0,0,"Rad Tech","138.16","","","","138.16","","0","","","",0,0,0,0,0,0,"No","","1 year(s)","Healthcare","MRI Tech","",0,0,FALSE,111,110.53,138.16,138.16,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","47026630",13,FALSE,"","","","","","","","","","","","","","","","","","","","",FALSE
TRUE,9,10,0,"days","Medical Solutions VMS",47031047,3219,"602557","2024-02-29T00:00:00","MedicalSolutions","2023-10-28T11:44:51","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","Dialysis","RN","","","RN","Dialysis","5x8 Days","Other","DCI 136 Stony Brook","Peritoneal Dialysis RN type:Dialysis","5x8 Days","1","","Unit Notes:PD RNASAPMust have knowledge of Baxter and willing to train patients; Must have experience in Home Hemo (NxStage Machine)Limited Call Cancellation Policy:na Charting System:na BSN Required:No License to Submit:Yes Trauma Level: Care Setting:Post Acute Division:Nursing Shift Notes:Monday thru Friday, 8am-4:30 Required Certifications:BLS",90,"","40 hours per week",0,0,FALSE,"","East Setauket Way","NY","11733",FALSE,FALSE,"47031047",0,0,0,0,0,0,"RN (Registered Nurse)","105","","","","105","","0","","","",0,0,0,0,0,0,"No","","1 year(s)","Healthcare","","",0,0,FALSE,90,90,105,105,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","47031047",13,FALSE,"","","","","","","","","","","","","","","","","","","","",TRUE
FALSE,0,0,0,"days","Medical Solutions VMS",47031300,3219,"602712","2024-02-29T00:00:00","MedicalSolutions","2023-11-29T16:13:49","2023-11-30T00:20:38","Open","",2,"2023-11-30T00:00:00","91","L&D","RN","","","RN","L&D","3x12 nights","Other","Methodist Jennie Edmundson Hospital","L&D RN type:L&D (Labor and Delivery)","3x12 nights","1","","Unit Notes:UnitL&D/PP/MB- # of L&D Beds: 6, 1 swing room- # of OR Suites: 1 suite on the unit. OR staff comes to unit - # of triage beds; 1- # of Postpartum beds: 12- # of births per day, per year : 500 - 550 births per year.- Do ratios follow AWHONN guidelines: 1:1-2 - labor, cervical ripening 1:3-4 PP, GYN 1:4, Nursery 1:3-4- Required Certifications: NRP, BLS, ACLS-required but facility teach if you don&#39;t, Prefer FHM - Common diagnoses/Types of patients:  Level II nursery, 34 weeks above, no prenatal care, few substance abuse mothers, pre-eclampsia, diabetic mothers,   multiples-twins only.- Experience or &#39;Must have&#39; skills: 1- 2 years of experience, prefer previous travel - no in house providers, nights can be only 2 RN&#39;s. Will never just be    travelers.  - Are RNs required to titrate drips: Yes- Common titratable &/or set rate drips: mag, Pitocin, insulin - Charge Nurse/House Supervisor: Yes- Are there nurse aids/surgical techs on this unit: 1 CST on nights - OB/Neonatologist in house 24/7: Call response time 30 minutes or less. 2 sleep rooms available- RT Equipment (vents, Cpap, BiPap, etc): vents, Cpap, panda warmer- Is there tele on this unit  Monitor Techs RNs read stripsTele - nurses monitor strips. They can utilize tele tech on 3, ICU or house supervisor as backup. - EFM System: Fetal Link- Shifts & Scheduling: 7-7 - manager schedules but they try to work with request. They need help filling holes - need to have some flexibility. - Weekend Requirement: Every 3rd weekend- Holiday Requirement: Try not to - but can occasionally - Is there a call or standby requirement: no - traveler can request voluntary - Floating Requirements: care companions, sitters, can volunteer to be a resource or take a team if has traveler has experience. - Scrub Color/Dress code: provided- Unit/Department specific orientation:3 or more- Additional Notes: Unit ia very welcoming. Lots of travelers go perm or come back. This unit is partnered with women&#39;s hospital and University of Iowa. They   have great resources, staffing and guidelines. - Additional Questions: what emergencies have you been apart of and how do you handle It Only 2 nurses on the unit so it&#39;s important to know what you   would do. Cancellation Policy:N/A Charting System:Cerner Corporation - PowerChart 2012.01.23 BSN Required: License to Submit:Yes Trauma Level: Care Setting:Acute Division:Nursing Shift Notes:12 hour nights Required Certifications:ACLS, BLS, NRP",100,"","36 hours per week",0,0,FALSE,"","Council Bluffs","IA","51503",FALSE,FALSE,"47031300",0,0,0,0,0,0,"RN (Registered Nurse)","110","","","","110","","12","","","",0,0,0,0,0,0,"No","","1 year(s)","Healthcare","","",0,0,FALSE,100,100,110,110,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","47031300",13,FALSE,"","","","","","","","","","","","","","","","","","","","",FALSE
TRUE,9,0,17,"days","Medical Solutions VMS",47035418,3219,"603520","2024-02-29T00:00:00","MedicalSolutions","2023-11-29T16:13:49","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","CT Tech","CT Technologist","","","CT Technologist","CT Tech","3x12 Days","Diagnostic Imaging","Methodist Hospital of Nebraska Methodist Health System","CT Tech type:CT (Computed Tomography)","3x12 Days","1","","Unit Notes:MUST HAVE Phillips and GE experience! asap starts onlyoccassional on call work Department:Radiology - CT (Computed Tomography)General Certification Requirements (BLS, etc.)BLSCerts/ARRT & other specialty certification requirements ARRT, Computed Tomography (CT), State Rad LicenseHow many scanners/rooms does this department have4Will they have to float/cover any other areasYesCommon types of imaging/studies performed & Job DutiesScanning/screening CT patients.  Inpatients, ED, and outpatients.Experience or &#39;Must have&#39; skillsPeripheral IV startsAverage # of scans/studies per day80EMR &/or PACS (Picture Archive & Communication System: software & hardware) do they use Philips iSiteDepartment Specific Equipment (GE, Phillips, Siemens)Philips, GEIs there a Radiology Supervisor or Lead Tech on each shiftNoDo they use RRA&#39;s (Registered Radiology Assistants)NoRadiologist in-houseYesDo they have to start IV&#39;s  (if applicable to the department)YesShifts & Scheduling (Do you allow self-scheduling Block scheduling)Scheduled by CT Supervisor for all shifts. 7a-5p OP M-F. 8-5 Saturday. 3-11 mid shift. Overnight positions as well-Weekend RequirementsAs needed expected to cover if needed Holiday RequirementsAs needed expected to cover if needed Call or Standby requirement Response time30 minute response time. Once a week on call. Scrub Color/Dress Code: Are scrubs providedBlack scrubsDepartment specific orientationYesAdditional NotesCerner EMRAdditional Questions Smaller teams- Cancellation Policy:N/A Charting System:Cerner Corporation - Millennium BSN Required:No License to Submit:Yes Trauma Level:2 Care Setting:Acute Division:Allied Shift Notes:M-F - weekends are 7a-7p (alternating) Required Certifications:BLS, Certified CT Technologist - ARRT (CT) Verification, Certified Radiologic Technologist - ARRT (R) Verification",110,"","40 hours per week",0,0,FALSE,"","Omaha","NE","68114",FALSE,FALSE,"47035418",0,0,0,0,0,0,"Rad Tech","120","","","","120","","12","","","",0,0,0,0,0,0,"No","","2 year(s)","Healthcare","","",0,0,FALSE,110,110,120,120,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","47035418",13,FALSE,"","","","","","","","","","","","","","","","","","","","",TRUE
TRUE,9,10,0,"days","Medical Solutions VMS",47090172,3219,"605933","2024-02-29T00:00:00","MedicalSolutions","2023-11-02T17:34:49","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","Dialysis","RN","","","RN","Dialysis","3x12 Flex","Other","DCI - Billings Clinic Dialysis","Acute RN type:Dialysis","3x12 Flex","1","","Unit Notes:Acute Dialysis RNASAP13 WeeksClinic Days: 6 days/week openShift Times: Appx 0600-1800 with flex based on scheduling needsCall: Yes, Call on shift days from end of day to 0600 following day.36 hrs/weekSome float to area clinics Cancellation Policy:None Listed Charting System:na BSN Required:No License to Submit:Yes, willing to wait Trauma Level: Care Setting:Post Acute Division:Nursing Shift Notes:Primarily 3x12s, but must be flexible based on scheduling needs. Call required beginning at end of each shift until 0600 following morning. Float is required and in-center/chronic coverage is required. Required Certifications:BLS",80,"","36 hours per week",0,0,FALSE,"","Billings","MT","59101",FALSE,FALSE,"47090172",0,0,0,0,0,0,"RN (Registered Nurse)","95","","","","95","","0","","","",0,0,0,0,0,0,"No","","2 year(s)","Healthcare","","",0,0,FALSE,80,80,95,95,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","47090172",13,FALSE,"","","","","","","","","","","","","","","","","","","","",TRUE
FALSE,0,0,0,"days","Medical Solutions VMS",47102907,3219,"605904","2024-02-29T00:00:00","MedicalSolutions","2023-11-29T16:13:49","2023-11-30T00:20:38","Open","",1,"2023-11-30T00:00:00","91","Surgical Tech","Surgical Tech","","","Surgical Tech","Surgical Tech","4x10 days","Other","Methodist Hospital of Nebraska Methodist Health System","OR Surgical Tech type:OR (Operating Room)","4x10 days","1","","Unit Notes:**ON HOLD** Please do not submit anymore candidates.update as of 9.52 surgical techs with orthopedic experience1 RN with neurosurgery and head & neck experience2 RNs with general surgery experience-Da Vinci robot experience is a huge plus1 RN with urology experience-Da Vinci robot experience also a plus2 surgical techs with eye surgery and plastic experience- # suitesMain: 15, Outpatient - 6. (Cardiac is staffed separately)- # of cases per day: 50-60 on average, 70-80 during busy times- Required Certifications: BLS- Common Cases: General, robotics, ortho, GYN, urology, eyes, bariatrics, hands,  no transplant or trauma, No cardiac needed for this position.- Experience or &#39;Must have&#39; skills: Would like someone well rounded, prefer robotics, urology - if they have a specific need at the time it will be listed in the   submittal. Must be self-motivated and self-directed.- Scrubbing required: RN&#39;s circulating required, prefer some scrubbing experience to hold retraction as second scrub.- Charge Nurse/House Supervisor:Lead M-F and available by call as needed.- OR techs : Yes- EMR: Cerner Surginet - Shifts & Scheduling: Typically 10hour shifts from 6:45-5:15 but will do 12&#39;s from 6:45-7:15. They have set schedules typically but may ask to change a day   occasionally if needed.  - Weeknight/Call Requirement : Yes - 1 night a week - Weekend/Call Requirement: Yes - 1 weekend a month - Currently have enough staff for q6 weekends could change.- Holiday/Call Requirement : volunteer- Is there a mandatory call/standby requirement: Traveler can volunteer to take low census standby.- What is call response time: 30min- Floating Requirements: Inpatient and Outpatient - Scrub Color/Dress Code: provided- Unit/Department specific orientation: flexible 1 week will give a little more if needed. Cancellation Policy:N/A Charting System:Cerner Corporation - Millennium BSN Required:No License to Submit:Yes Trauma Level:2 Care Setting:Acute Division:Allied Shift Notes:10 H/ DAYS, CALL REQUIRED. Required Certifications:BLS, Certified Surgical Technologist (CST) Verification",75,"","40 hours per week",0,0,FALSE,"","Omaha","NE","68114",FALSE,FALSE,"47102907",0,0,0,0,0,0,"Surgical Tech","85","","","","85","","12","","","",0,0,0,0,0,0,"No","","1 year(s)","Healthcare","","",0,0,FALSE,75,75,85,85,0,0,0,0,0,0,"",0,"",0,0,0,"","","","","11/30/2023","02/29/2024","47102907",13,FALSE,"","","","","","","","","","","","","","","","","","","","",FALSE
